label,v1,v2,v3,v4,v5,v6
nominal,-0.2,-0.3861,0.4903,0.251,-0.3779,0.2884
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.59,0.4897,0.2649,1.243,-0.3779,1.1415
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1961,-0.4171,0.4002,0.954,-0.3779,1.0654
nominal,0.2739,0.9675,0.2198,0.2164,-0.3779,0.1269
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0086,-0.2711,0.31,0.9451,0.2339,1.5651
nominal,0.2758,-0.2313,-0.231,0.5772,2.1704,0.8978
nominal,0.2238,-0.2181,-0.3662,0.7147,-0.3779,1.3
nominal,-0.3911,-0.4083,1.0764,-0.0182,-0.3779,1.3152
nominal,-0.3288,-0.4525,0.7157,0.3565,-0.3779,0.4651
nominal,0.6103,0.5959,0.4452,1.6894,0.019,1.2665
nominal,0.2149,-0.0632,0.0846,0.967,-0.3779,0.5017
nominal,0.4379,0.211,-0.2761,1.0168,-0.3779,1.2147
nominal,0.7009,2.0513,0.0395,-0.8596,-0.3779,-0.9457
nominal,-0.0163,-0.1827,0.851,1.0586,-0.0706,1.4249
nominal,0.8049,0.1889,-0.231,1.5789,-0.3779,1.2909
nominal,0.7353,5.0151,-0.2761,1.8008,1.2449,0.7332
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.0962,4.1613,-0.4564,1.5118,1.0369,0.3341
nominal,0.3423,0.388,-0.0957,0.5978,0.5356,0.9618
nominal,-0.4245,-0.3463,0.1297,1.1835,-0.3779,0.8704
nominal,-0.1757,-0.4127,0.4452,0.7869,-0.3779,1.2451
anomaly,3.9066,0.9232,-0.5465,2.3384,10.7334,0.7149
nominal,0.1845,-0.4525,-0.3211,-0.8596,-0.3779,-0.9457
nominal,5.0817,-0.4304,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1004,-0.3508,-0.1408,0.089,-0.3779,1.0166
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2011,-0.4304,1.2116,0.3367,-0.3779,1.1812
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0239,-0.3994,0.3551,1.2776,-0.3779,1.5102
nominal,1.0756,3.4978,-0.2761,1.0194,-0.3779,1.1294
nominal,-0.2471,-0.4525,-0.1859,1.224,-0.3779,1.1781
nominal,0.3073,-0.4525,-0.4113,-0.8596,-0.3779,-0.9457
nominal,0.4782,0.7994,-0.1408,0.9189,-0.3779,0.974
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1355,-0.2933,0.4903,-0.8596,-0.3779,-0.9457
nominal,-0.0588,-0.4127,-0.3662,1.032,2.3734,1.0501
nominal,0.4058,2.6484,-0.1859,0.8877,1.8533,0.5656
nominal,0.0196,-0.3109,-0.2761,1.4139,2.5102,0.9039
nominal,0.8938,0.6578,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2143,0.0474,-0.0507,0.8012,-0.3779,1.2025
nominal,-0.0235,0.0916,0.5805,0.9476,0.0832,1.0105
nominal,-0.3655,-0.4348,0.4452,0.5628,0.4862,1.105
anomaly,0.8034,-0.3375,-0.0507,2.1198,0.6405,1.5803
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3335,-0.4481,-0.0507,0.6548,-0.3779,1.1842
nominal,-0.2161,-0.4525,-0.3211,0.1675,-0.3779,0.785
nominal,0.654,0.7242,-0.3662,0.8873,-0.3779,0.6723
nominal,-0.3078,-0.4525,0.31,-0.8596,-0.3779,-0.9457
nominal,2.4306,-0.4525,-0.5015,-0.8596,-0.3779,-0.9457
nominal,0.102,-0.4437,0.0395,0.4953,1.1819,1.0532
nominal,2.4867,-0.4525,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1413,-0.4215,-0.1859,1.0767,-0.3779,1.1294
nominal,0.2742,-0.1738,-0.3662,0.8767,-0.3779,0.7607
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.7272,1.0161,-0.3662,2.1384,-0.3779,1.4188
nominal,0.5256,0.3216,-0.0056,0.3987,0.5409,1.2025
nominal,0.7663,1.9097,-0.231,0.0071,3.3354,0.6418
nominal,-0.1397,-0.3994,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.4746,-0.4437,0.2649,0.8489,1.4482,0.5717
nominal,-0.2461,-0.4348,-0.1408,0.6894,-0.3779,1.2086
nominal,0.1309,0.1535,-0.0056,0.6953,-0.3779,1.2238
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2593,-0.4348,0.0395,0.5232,0.6892,1.1415
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5242,0.5517,-0.0957,0.9173,1.028,0.718
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2441,1.9539,-0.4564,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.6571,3.5464,-0.4113,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2371,-0.0411,0.6256,-0.8596,-0.3779,-0.9457
nominal,0.1084,0.1181,0.8961,0.6438,0.1055,1.3487
anomaly,0.9931,-0.3065,-0.5015,0.8506,2.4395,1.1903
nominal,2.0116,-0.4304,-0.4564,-0.8596,-0.3779,-0.9457
nominal,-0.3244,-0.4437,0.851,1.259,-0.3779,0.8003
nominal,0.092,-0.0588,0.31,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2468,-0.4083,-0.231,1.2978,-0.3779,1.041
nominal,0.0439,0.0164,1.9329,-0.8596,-0.3779,-0.9457
nominal,0.2712,-0.2181,1.5723,0.5135,0.2303,0.8368
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.3327,0.7684,-0.4564,0.7109,-0.3779,0.9252
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1265,0.3393,0.31,0.4594,1.018,0.8155
nominal,-0.2556,-0.4481,-0.1859,0.6257,-0.3779,1.1994
nominal,-0.3999,-0.4392,0.1297,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6392,0.6578,0.1297,0.4151,-0.3779,1.1476
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1719,-0.2225,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.0063,-0.2711,0.0846,0.3898,1.2859,0.9039
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,3.1226,3.312,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.1938,-0.4437,-0.1408,0.9215,1.958,0.7607
nominal,0.1768,-0.3861,-0.3662,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.8813,1.7549,-0.1859,-0.8596,-0.3779,-0.9457
nominal,0.4197,-0.4038,0.2198,-0.8596,-0.3779,-0.9457
nominal,0.0234,-0.0323,0.5805,0.7438,-0.3779,1.0806
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.4272,1.2152,-0.4113,2.019,-0.3779,1.1964
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1121,-0.2933,-0.1859,-0.8596,-0.3779,-0.9457
nominal,0.2065,-0.2136,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0969,-0.1473,-0.0957,1.1097,-0.3779,0.5687
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0498,-0.0721,0.7157,1.0282,0.4561,0.9892
nominal,0.915,1.8566,0.4002,2.3751,-0.3779,1.2756
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1831,0.3039,0.8059,-0.8596,-0.3779,-0.9457
nominal,0.6377,0.9631,-0.3211,1.24,1.7515,0.782
anomaly,0.3737,-0.2623,-0.3211,1.7287,1.3994,1.3945
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1387,-0.4083,0.2649,1.4097,-0.3779,0.6418
nominal,0.2175,-0.3286,0.0846,0.3194,0.6271,1.105
nominal,-0.0732,-0.426,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.166,-0.0057,-0.1408,-0.8596,-0.3779,-0.9457
nominal,2.7721,-0.4437,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.0085,-0.4171,-0.0056,1.4835,0.5429,0.8612
nominal,-0.1516,-0.4525,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.7178,0.6976,-0.2761,1.0329,0.7069,0.6997
nominal,0.4932,-0.3242,-0.3211,0.8185,1.6737,1.3731
nominal,1.2699,1.0383,-0.231,0.9409,-0.3779,0.9069
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0427,-0.2844,-0.0056,0.7869,-0.3779,1.0166
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.5717,-0.4481,-0.5015,-0.8596,-0.3779,-0.9457
nominal,0.4419,0.4189,-0.3662,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0108,-0.2446,-0.0056,1.2978,-0.3779,1.4523
nominal,0.052,-0.4525,-0.4113,0.7582,-0.3779,1.0501
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3803,-0.4437,0.6707,1.0388,0.6894,0.7485
nominal,0.0473,-0.3685,1.1215,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0486,-0.3065,0.6256,0.6911,0.2632,1.0501
nominal,-0.3808,-0.4481,-0.0957,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.0663,1.3258,-0.231,1.3189,-0.3779,0.651
nominal,0.1301,-0.1694,-0.4113,1.2742,-0.3779,0.718
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.065,-0.0323,0.2198,1.1135,0.4848,1.2147
nominal,0.0202,-0.4215,-0.4113,0.5995,-0.3779,1.4706
nominal,0.1109,-0.4215,-0.4113,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1465,-0.0721,1.7526,0.5582,0.154,1.303
nominal,-0.022,0.2066,1.0764,0.5143,0.6017,0.7485
nominal,0.735,1.3656,0.5805,0.7789,-0.3779,0.8825
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.4133,0.3084,-0.3662,0.9316,1.2594,1.1537
nominal,-0.3047,-0.4525,-0.0507,-0.8596,-0.3779,-0.9457
nominal,0.0576,-0.0544,0.4903,1.7519,-0.3779,0.9709
nominal,0.4069,1.0692,0.1748,0.8316,-0.3779,0.9252
nominal,-0.0867,-0.3419,0.4903,0.7278,0.0899,1.2055
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4348,3.646,-0.8596,-0.3779,-0.9457
nominal,0.052,-0.3021,0.4002,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0923,-0.3242,-0.3662,-0.8596,-0.3779,-0.9457
nominal,0.1524,-0.0057,-0.4564,0.9219,4.1332,0.9861
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.4609,0.6357,-0.3211,0.5493,-0.3779,0.8734
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3906,-0.4481,0.5354,0.3198,-0.3779,1.1629
nominal,0.8481,-0.4525,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.1865,-0.4038,0.2198,0.6692,0.5475,1.044
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.5583,-0.4392,5.855,-0.8596,-0.3779,-0.9457
nominal,-0.1901,-0.3508,0.1297,1.089,-0.3779,1.1873
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.5503,-0.4525,1.3018,-0.8596,-0.3779,-0.9457
nominal,-0.3477,-0.4392,-0.231,0.0071,3.3354,0.6662
nominal,0.0545,-0.0721,0.0395,-0.0287,-0.3779,1.1568
nominal,0.0078,0.4809,0.1748,0.9784,0.5257,0.8643
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0044,-0.4215,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.3484,-0.364,0.0395,0.0451,1.2838,1.1903
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2512,-0.2888,-0.0957,0.1662,-0.3779,0.9983
nominal,0.1238,-0.4171,0.8961,1.446,0.0285,0.6845
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3831,-0.4437,0.8961,-0.8596,-0.3779,-0.9457
nominal,-0.3662,-0.4304,-0.1408,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,3.2903,-0.364,-0.5465,4.3489,-0.3779,0.5321
nominal,0.1264,-0.28,0.7157,-0.8596,-0.3779,-0.9457
nominal,-0.2048,0.0208,1.5272,-0.8596,-0.3779,-0.9457
nominal,0.0235,-0.4525,-0.3211,-0.8596,-0.3779,-0.9457
nominal,0.2869,-0.3729,-0.3662,0.4033,-0.3779,0.9922
nominal,0.5464,0.7153,-0.0957,0.1552,-0.3779,0.6266
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.4399,3.0731,-0.1859,2.1261,0.2443,0.3249
nominal,0.2451,0.3791,1.0313,1.0502,-0.3779,1.3914
anomaly,0.7309,-0.3773,-0.4564,1.4,4.0076,1.428
nominal,-0.1386,-0.3021,0.6707,1.5227,0.2131,1.0471
nominal,-0.3057,-0.3552,1.3469,-0.8596,-0.3779,-0.9457
nominal,-0.4799,-0.4437,0.7608,-0.8596,-0.3779,-0.9457
nominal,0.27,-0.1561,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2293,-0.3773,2.9698,0.5426,-0.0178,0.9526
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6919,0.3836,0.0395,1.3097,-0.3779,0.8764
nominal,2.7841,-0.4348,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.0832,-0.1694,0.2198,0.7489,0.3897,1.364
nominal,1.2036,0.5649,-0.3211,0.7438,-0.3779,0.9008
nominal,0.8124,0.8303,-0.1859,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0667,-0.3906,-0.1859,-0.8596,-0.3779,-0.9457
nominal,-0.2556,-0.4392,0.1297,0.7789,-0.3779,0.91
nominal,0.4982,0.7728,-0.0957,0.0691,-0.3779,0.6388
nominal,0.8196,-0.4525,-0.5015,-0.8596,-0.3779,-0.9457
nominal,0.0693,-0.4171,-0.4113,1.1886,-0.3779,1.4554
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2368,-0.3685,-0.0507,-0.0756,1.4505,1.2147
nominal,0.7741,0.5251,-0.1408,1.5303,1.05,1.0745
nominal,0.8364,0.9675,-0.4113,1.7717,-0.3779,1.0105
nominal,0.6028,1.4718,-0.3662,3.8295,-0.3779,0.6266
nominal,1.3632,4.9399,0.0395,2.2181,0.2574,0.7393
nominal,-0.3406,-0.4348,0.0395,0.7654,-0.3779,1.044
nominal,0.1611,-0.2667,0.1297,0.7113,0.5031,1.3152
nominal,0.1294,-0.2844,0.4903,0.5346,-0.3779,1.3213
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0207,-0.3861,0.7608,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2493,-0.2446,-0.2761,0.297,-0.3779,0.9679
nominal,-0.0813,0.1358,0.851,0.2594,-0.3779,0.721
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0491,-0.1517,-0.1859,0.6616,1.4231,1.2421
nominal,-0.1823,-0.364,-0.0957,0.8033,2.2876,1.1111
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,4.8977,-0.4481,-0.5465,-0.8596,-0.3779,-0.9457
nominal,0.1919,0.0341,2.1583,0.1324,-0.3779,0.8612
nominal,-0.2165,-0.0544,-0.2761,0.9105,-0.3779,0.7637
nominal,0.2144,0.0164,0.4002,1.0101,0.8574,1.0349
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.8894,-0.4437,0.1297,-0.8596,-0.3779,-0.9457
nominal,-0.0554,-0.4525,-0.3211,-0.1747,-0.3779,0.2884
nominal,0.2747,-0.2313,0.4002,1.3422,-0.3779,1.2025
nominal,1.0117,-0.4525,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,5.3979,-0.4525,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.2781,-0.395,-0.231,1.8173,1.7568,0.7881
nominal,-0.1306,-0.4481,-0.3662,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2536,-0.3419,0.0395,1.0759,1.6884,0.913
nominal,-0.0739,-0.4215,0.851,0.7865,0.3154,0.9465
nominal,-0.2334,-0.4304,0.7608,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2004,-0.4127,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.1387,-0.3994,-0.231,0.9645,-0.3779,0.587
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1104,-0.2933,0.3551,1.5468,-0.3779,0.7028
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.8073,-0.4525,-0.4564,-0.8596,-0.3779,-0.9457
nominal,0.0657,-0.3994,0.0395,0.8211,-0.3779,0.9222
nominal,1.3063,1.5293,-0.2761,1.1616,0.4449,0.2426
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1504,-0.2225,1.4821,-0.8596,-0.3779,-0.9457
nominal,-0.5495,-0.4171,3.646,0.3628,0.6189,0.8856
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1602,-0.1605,0.0395,-0.8596,-0.3779,-0.9457
nominal,0.6394,-0.4481,-0.4564,-0.8596,-0.3779,-0.9457
nominal,-0.4091,-0.3817,0.1748,0.7974,1.6849,0.5047
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.3029,0.1049,0.6707,1.2641,-0.3779,1.0105
nominal,0.0071,-0.3463,0.8961,1.886,-0.3779,0.9435
nominal,-0.4702,-0.4304,0.5805,0.5586,0.9066,0.6144
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.7336,3.1572,0.31,0.2755,0.5002,0.6753
nominal,-0.1093,-0.4437,-0.0957,0.2147,-0.3779,0.8399
nominal,1.2143,0.7242,-0.0056,-0.8596,-0.3779,-0.9457
nominal,1.6301,3.7809,-0.4564,-0.8596,-0.3779,-0.9457
nominal,-0.1643,-0.1428,1.0313,1.2793,1.8748,0.974
anomaly,0.0479,-0.3773,-0.231,2.2645,2.3665,1.3122
nominal,0.4047,-0.1782,-0.3211,-0.8596,-0.3779,-0.9457
nominal,0.1724,-0.3286,-0.0957,0.9261,1.3083,1.2756
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1076,-0.4525,-0.4113,1.8219,-0.3779,1.0623
nominal,0.3137,1.0073,-0.4564,0.4059,-0.3779,0.3706
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0994,-0.4171,-0.0957,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.1306,3.8605,-0.1859,-0.8596,-0.3779,-0.9457
nominal,1.0393,1.3081,-0.3211,0.9645,-0.3779,0.8643
nominal,0.8657,-0.3596,-0.231,0.8637,0.6668,0.9618
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0866,0.2022,-0.0957,0.5232,1.757,0.8764
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,2.102,4.9753,-0.0507,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.3669,1.9628,-0.5015,-0.8596,-0.3779,-0.9457
nominal,0.2954,0.1845,0.8961,1.4012,-0.3779,1.0836
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
anomaly,2.0158,0.1535,-0.3211,2.1924,-0.3779,0.9618
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1939,-0.3817,1.5272,1.4835,-0.0106,0.7972
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.9965,2.3299,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5407,0.273,-0.4113,0.1991,-0.3779,1.2756
nominal,0.1728,-0.0013,-0.2761,0.4143,1.2064,0.6357
nominal,0.2564,0.1845,0.1297,1.4835,0.5429,1.0836
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3801,-0.4525,1.3018,-0.8596,-0.3779,-0.9457
nominal,0.4626,3.396,-0.2761,-0.8596,-0.3779,-0.9457
nominal,0.4158,0.5074,-0.5015,1.3852,-0.3779,1.0105
nominal,-0.07,-0.3375,-0.0507,0.6789,-0.3779,0.5992
nominal,-0.3742,-0.4481,-0.1408,0.7109,1.3496,0.8246
nominal,-0.0803,-0.3906,0.4452,0.5949,-0.3779,1.2482
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5444,0.0297,0.1748,-0.8596,-0.3779,-0.9457
nominal,0.3897,-0.1428,0.5354,0.7654,-0.3779,0.9039
nominal,0.5439,0.6534,0.0395,0.2869,-0.3779,1.1233
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0422,-0.3817,0.0846,1.3924,-0.3779,1.0349
nominal,-0.1248,-0.4038,-0.3211,-0.8596,-0.3779,-0.9457
nominal,0.219,-0.3596,-0.1859,0.905,-0.3779,1.3427
nominal,0.3337,0.5251,-0.4113,-0.8596,-0.3779,-0.9457
