ground.truth,v1,v2,v3,v4,v5,v6
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0586,-0.0544,0.0846,0.2649,-0.3779,1.3884
nominal,-0.0373,0.2287,-0.0957,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0915,-0.3109,1.9780,0.8455,-0.3779,1.8454
nominal,-0.2319,-0.4304,-0.0056,0.7278,-0.3779,0.9953
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3013,-0.3950,1.0313,1.1312,-0.3779,0.3767
nominal,0.3393,0.2243,-0.0056,-0.8596,-0.3779,-0.9457
nominal,0.3532,0.3747,-0.3662,0.9801,-0.3779,1.0745
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2293,-0.3773,2.9698,0.5426,-0.0178,0.9526
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0994,0.2685,0.2198,0.8421,0.7363,1.0684
nominal,0.0119,-0.1340,-0.0056,0.7308,2.1947,0.3645
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2614,-0.3286,1.7977,0.8848,0.6291,0.9922
nominal,-0.1187,-0.2136,0.8510,0.2308,0.9060,1.0806
nominal,-0.1523,-0.2402,0.1297,1.4097,1.4843,0.9709
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.7827,0.6269,-0.1408,1.2552,1.2215,0.5382
nominal,0.3640,0.4234,-0.2310,0.8974,-0.3779,1.0897
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.9149,-0.4525,-0.1859,-0.8596,-0.3779,-0.9457
nominal,-0.0481,-0.3685,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1650,-0.1694,-0.1859,1.0413,1.5127,1.0410
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1523,-0.4525,-0.4113,1.5535,-0.3779,1.1598
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0788,-0.3817,-0.2761,1.1071,-0.3779,1.3762
nominal,-0.3301,-0.4481,-0.1408,-0.8596,-0.3779,-0.9457
nominal,0.1045,0.0872,1.0313,1.1805,-0.3779,1.5529
nominal,0.2021,0.6047,0.7157,2.7198,-0.3779,1.2025
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2736,-0.2844,-0.2761,1.2337,-0.3779,0.8338
nominal,0.2651,-0.1428,-0.4113,0.6417,-0.3779,1.1873
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.9943,3.8163,-0.1859,1.2510,-0.3779,0.3920
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1924,-0.0765,1.2567,-0.8596,-0.3779,-0.9457
nominal,0.7715,0.7286,-0.4564,-0.8596,-0.3779,-0.9457
nominal,-0.4800,-0.4525,1.3018,-0.8596,-0.3779,-0.9457
nominal,1.6772,2.2061,-0.0957,-0.8596,-0.3779,-0.9457
nominal,-0.2021,-0.2800,0.5805,0.2308,0.3738,0.9222
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3672,-0.4392,-0.0056,1.0168,2.3503,1.0989
nominal,0.3144,0.4322,0.1748,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5209,0.5915,-0.2310,1.0113,-0.3779,1.2177
nominal,0.0588,-0.3109,-0.1859,0.9278,1.7070,1.0044
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0295,-0.3375,-0.0957,1.0101,-0.3779,1.1111
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1748,-0.1694,-0.3211,1.0291,1.6549,1.4798
nominal,-0.3527,-0.4481,0.1748,0.9907,-0.3779,1.6291
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2171,-0.1473,1.6624,1.1215,0.1353,1.1598
nominal,-0.1814,-0.4525,0.1748,-0.8596,-0.3779,-0.9457
nominal,0.4854,2.1574,-0.4113,0.7637,-0.3779,0.7485
nominal,0.5862,0.3659,-0.0507,-0.8596,-0.3779,-0.9457
nominal,-0.0407,0.0385,0.0846,0.2527,-0.3779,0.9282
nominal,-0.0097,-0.2711,0.7608,0.5759,-0.3779,1.1720
nominal,0.0716,-0.2888,-0.3211,-0.8596,-0.3779,-0.9457
nominal,-0.2261,-0.3596,-0.2310,0.9544,1.7116,1.3640
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0151,-0.3508,-0.4113,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2334,-0.4525,-0.5015,-0.8596,-0.3779,-0.9457
nominal,-0.2239,-0.2136,-0.0507,-0.2595,0.8790,1.6321
nominal,0.2815,0.3305,0.8510,2.2012,0.3501,1.3335
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2979,1.0648,-0.3662,0.0970,-0.3779,0.6418
nominal,-0.1504,-0.2225,1.4821,-0.8596,-0.3779,-0.9457
nominal,-0.1491,-0.3286,-0.1408,-0.8596,-0.3779,-0.9457
nominal,0.1084,-0.1561,0.3100,0.8708,1.7542,1.2421
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0344,-0.2004,0.1748,0.0447,-0.3779,0.8795
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0439,0.0164,1.9329,-0.8596,-0.3779,-0.9457
nominal,-0.2559,-0.3154,1.7075,0.0877,-0.3779,1.3183
nominal,0.4026,-0.0632,0.0846,0.5000,0.3005,1.1994
nominal,0.8052,2.2813,0.3551,0.9523,-0.3779,0.7728
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6697,0.3216,-0.3211,0.9392,0.9270,0.9892
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1242,-0.0544,-0.1859,0.9232,-0.3779,0.8033
nominal,0.2773,-0.1650,-0.1859,1.1054,0.7101,1.1568
nominal,0.1323,-0.0234,0.4002,0.6919,-0.3779,0.7393
anomaly,0.1541,-0.3685,-0.4113,1.3282,-0.3779,1.6047
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.9265,2.8696,0.0846,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5351,0.5340,-0.2761,0.0725,3.5445,0.4956
nominal,-0.4370,-0.4437,-0.0957,2.0147,-0.3779,0.3097
nominal,0.1445,-0.3021,-0.1859,0.8303,-0.3779,1.0440
nominal,1.4753,2.6352,-0.1859,-0.8596,-0.3779,-0.9457
nominal,0.8706,4.9133,0.3551,-0.8596,-0.3779,-0.9457
nominal,0.2549,0.2066,-0.3662,0.4004,1.7676,1.3366
nominal,0.6042,-0.3463,-0.2761,1.2413,-0.3779,1.4706
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.7568,0.6313,-0.3662,-0.8596,-0.3779,-0.9457
nominal,0.1355,-0.3198,1.2116,-0.8596,-0.3779,-0.9457
nominal,0.5158,0.4057,0.2649,-0.8596,-0.3779,-0.9457
nominal,-0.1140,0.0252,3.1501,0.2025,-0.3779,0.9526
nominal,-0.0061,-0.2888,-0.1408,-0.8596,-0.3779,-0.9457
nominal,0.3477,-0.1075,-0.3211,1.2400,1.8001,1.1141
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.4338,-0.3817,-0.1408,0.7004,-0.3779,0.8764
nominal,-0.0259,-0.4525,0.2649,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5366,1.9274,-0.2310,0.6970,-0.3779,0.7332
nominal,-0.5564,-0.4348,5.9903,-0.8596,-0.3779,-0.9457
nominal,0.1375,0.1181,0.4903,1.5641,0.7162,1.1415
nominal,-0.0598,-0.3640,0.0395,2.0257,1.5514,0.9130
nominal,-0.1160,-0.3729,0.0846,0.2915,0.6435,1.1933
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2751,-0.4215,0.3100,0.9624,-0.3779,1.3762
nominal,0.5422,-0.1517,0.0846,1.2101,0.4995,1.3945
nominal,0.2044,-0.2225,-0.0507,1.1860,0.7887,1.1141
nominal,0.3982,4.9885,0.6256,-0.8596,-0.3779,-0.9457
nominal,0.2646,-0.1296,0.7157,0.5122,-0.3779,0.9618
nominal,0.6923,1.2063,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.0420,-0.3729,0.0846,-0.0697,-0.3779,0.5504
nominal,-0.2161,-0.4038,-0.1859,-0.8596,-0.3779,-0.9457
nominal,0.0210,-0.1473,0.5805,0.8244,0.1850,1.2055
nominal,-0.3315,-0.2402,0.5805,0.9586,-0.3779,1.1659
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.3048,0.8259,0.2198,0.7776,0.1221,1.2330
nominal,1.1410,-0.4525,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.1377,3.1749,0.1297,-0.8596,-0.3779,-0.9457
nominal,-0.2593,-0.3994,0.2198,0.9400,-0.3779,1.0349
nominal,-0.5463,-0.4525,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1189,-0.4215,0.0846,-0.8596,-0.3779,-0.9457
nominal,0.2695,-0.1915,0.0846,1.9261,-0.3779,1.5925
nominal,0.6008,0.3659,-0.4113,-0.8596,-0.3779,-0.9457
nominal,7.4696,-0.4481,-0.5916,-0.8596,-0.3779,-0.9457
anomaly,0.4871,-0.3552,-0.5015,2.1303,14.3202,1.3244
nominal,1.0866,-0.3817,-0.2310,-0.8596,-0.3779,-0.9457
nominal,-0.2009,-0.3109,2.1583,0.3270,0.2065,0.6723
nominal,1.0024,0.6799,-0.0957,1.4936,-0.3779,1.0836
nominal,0.4052,-0.4083,-0.4564,-0.8596,-0.3779,-0.9457
nominal,-0.1880,-0.3463,-0.0056,-0.1380,2.0413,0.9008
nominal,0.8393,0.7109,-0.0056,1.0767,-0.3779,0.9587
nominal,-0.2160,-0.4392,0.2649,1.3375,0.4541,0.7850
nominal,-0.5879,-0.4525,0.1297,-0.8596,-0.3779,-0.9457
nominal,-0.3210,-0.3773,-0.0507,-0.8596,-0.3779,-0.9457
nominal,0.7629,2.7590,0.2198,0.7902,-0.3779,0.8216
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1423,-0.4525,-0.4113,-0.8596,-0.3779,-0.9457
nominal,0.4473,0.5295,0.3551,1.0282,-0.3779,0.9953
nominal,0.1631,0.2774,1.0313,0.7675,0.2900,0.5017
nominal,-0.2896,-0.3463,1.3469,1.3531,0.4772,0.8917
nominal,0.2610,0.7551,-0.2310,0.0734,-0.3779,1.0105
nominal,-0.3389,-0.3729,0.4452,-0.8596,-0.3779,-0.9457
nominal,-0.0036,-0.4038,-0.1859,0.9101,-0.3779,1.2025
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.8550,0.5118,0.1297,2.0624,-0.3779,1.1568
nominal,-0.2517,-0.4083,-0.1408,-0.4460,2.5397,0.9709
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
anomaly,0.2756,-0.2800,-0.4564,2.1303,6.2721,1.2147
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.4624,-0.2579,0.9411,0.9611,-0.3779,1.3701
nominal,-0.2656,-0.4481,-0.0507,-0.8596,-0.3779,-0.9457
nominal,-0.3967,-0.4171,-0.0957,0.2430,1.5894,0.9983
nominal,0.6054,1.1179,-0.1859,-0.8596,-0.3779,-0.9457
nominal,0.7483,1.5691,0.3100,0.7535,0.6072,0.6266
nominal,0.5105,0.0916,-0.1408,-0.8596,-0.3779,-0.9457
nominal,0.8135,1.1665,-0.3662,-0.8596,-0.3779,-0.9457
nominal,-0.0422,-0.3773,-0.0957,0.8607,0.7900,0.9496
nominal,5.4392,-0.4525,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2261,0.0872,0.8059,0.8215,0.5094,1.0197
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0058,-0.3640,-0.2761,0.5413,1.5576,1.3975
nominal,-0.4636,-0.4481,0.0395,0.0940,2.1414,0.8003
nominal,0.3699,-0.2402,-0.2761,0.7590,-0.3779,0.7637
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3081,-0.4525,-0.2310,-0.8596,-0.3779,-0.9457
nominal,0.5087,2.9758,-0.1408,1.0590,1.0754,0.3036
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3295,-0.4304,-0.2761,0.7341,2.3334,0.7759
nominal,0.4910,-0.4481,0.3100,-0.8596,-0.3779,-0.9457
nominal,-0.1682,-0.3596,0.4452,0.2008,0.4691,1.1873
nominal,2.3697,-0.4304,-0.5015,-0.8596,-0.3779,-0.9457
nominal,1.2853,3.8605,-0.1859,-0.8596,-0.3779,-0.9457
anomaly,4.3587,0.4632,-0.4113,1.8139,-0.3779,0.3066
nominal,1.2461,1.3921,0.4002,-0.8596,-0.3779,-0.9457
nominal,0.3098,-0.4525,0.0395,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
anomaly,0.0479,-0.3773,-0.2310,2.2645,2.3665,1.3122
nominal,-0.0584,-0.3198,2.1583,1.2797,0.1175,0.6479
nominal,0.7907,1.7416,-0.4113,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.8691,1.4364,-0.0507,-0.8596,-0.3779,-0.9457
nominal,-0.0130,-0.4171,1.2116,-0.8596,-0.3779,-0.9457
nominal,-0.0634,-0.4525,0.2649,-0.8596,-0.3779,-0.9457
nominal,0.2012,0.0562,-0.0957,0.8759,-0.3779,1.1659
nominal,-0.1391,-0.4260,-0.1859,-0.3887,-0.3779,1.1507
nominal,0.3018,-0.0323,0.2198,0.8067,0.5568,1.2512
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5708,0.0872,-0.1408,1.4236,-0.3779,1.0684
nominal,0.1421,-0.0057,0.3100,1.0578,-0.3779,1.2208
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.3523,1.3921,0.2198,0.4713,2.1464,0.4956
nominal,-0.1491,-0.2711,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.5908,2.2946,-0.0056,0.5898,-0.3779,0.2000
nominal,-0.2480,-0.4260,1.2567,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1858,-0.1827,-0.3662,1.3616,-0.3779,1.1781
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2241,-0.3861,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,2.1092,-0.4481,-0.5015,-0.8596,-0.3779,-0.9457
nominal,0.1574,-0.0986,-0.1408,0.3784,2.6562,0.8216
nominal,-0.0708,-0.3109,0.4002,0.1358,0.2741,1.4249
nominal,0.0703,-0.4525,0.0846,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.4728,2.8254,-0.0507,0.7071,-0.3779,0.7576
nominal,1.5897,-0.4525,-0.3662,-0.8596,-0.3779,-0.9457
nominal,1.0312,0.9586,-0.2310,-0.8596,-0.3779,-0.9457
nominal,0.2339,-0.1296,-0.1408,0.4227,-0.3779,1.0288
nominal,-0.5429,-0.4348,0.4903,0.5012,-0.3779,0.4255
nominal,-0.3418,-0.4171,0.6707,-0.8596,-0.3779,-0.9457
nominal,0.6347,0.1270,0.0846,-0.8596,-0.3779,-0.9457
nominal,0.3223,-0.1207,-0.3211,-0.8596,-0.3779,-0.9457
nominal,1.1357,1.6443,-0.4564,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0595,-0.2977,0.5805,0.8717,0.2425,1.3518
nominal,0.2100,0.3526,0.1748,0.8219,0.3980,1.0440
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.2180,-0.3685,0.8961,0.6139,0.1909,1.0227
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0437,-0.3817,-0.0056,0.4590,0.6552,1.3579
nominal,0.2156,-0.2048,0.5354,1.6974,-0.3779,1.4310
nominal,-0.2314,-0.2888,-0.1859,-0.8596,-0.3779,-0.9457
nominal,3.3734,-0.4481,-0.5015,-0.8596,-0.3779,-0.9457
nominal,5.8928,-0.4437,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.1043,-0.4171,-0.1859,0.6911,-0.3779,1.3030
nominal,1.0605,0.5738,-0.4113,0.8978,1.4310,0.7424
nominal,0.1062,-0.0146,0.3100,1.1109,-0.3779,1.1720
nominal,0.9492,1.3877,0.0395,0.3362,0.6190,0.7698
nominal,0.3652,-0.4437,-0.4113,-0.8596,-0.3779,-0.9457
nominal,0.9875,0.7684,-0.2310,1.2683,0.5166,0.6631
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.8283,1.8124,-0.4564,-0.8596,-0.3779,-0.9457
nominal,0.1079,-0.4525,-0.2310,0.1122,1.2351,1.2025
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0569,-0.3198,-0.2761,0.6227,-0.3779,1.3366
nominal,0.4907,0.3261,-0.3662,1.3084,-0.3779,1.3884
nominal,-0.4311,-0.4437,0.5354,0.0835,0.4531,0.7119
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.1492,-0.0588,1.0764,0.8333,-0.3779,1.1751
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0694,-0.3508,1.2116,1.4919,-0.3779,0.9618
nominal,0.4792,1.6310,0.0395,1.8244,-0.3779,1.0654
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.3350,-0.4038,0.1297,0.3523,-0.3779,0.8704
nominal,-0.3481,-0.3861,0.7157,0.8835,1.0099,1.0836
nominal,-0.3908,-0.4215,-0.0507,0.9211,3.8870,0.5017
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1311,-0.4171,0.5354,-0.8596,-0.3779,-0.9457
nominal,0.9929,4.9443,-0.4564,-0.8596,-0.3779,-0.9457
nominal,0.3310,0.8569,0.1297,1.1409,-0.3779,0.5077
nominal,0.5900,0.4897,0.2649,1.2430,-0.3779,1.1415
nominal,7.7264,-0.4437,-0.5465,-0.8596,-0.3779,-0.9457
nominal,-0.2380,-0.3906,1.3920,0.6025,0.4862,1.0471
nominal,-0.4809,-0.3906,1.3469,0.5970,-0.3779,0.9039
nominal,-0.2903,-0.3596,0.2198,0.6126,-0.3779,1.3975
nominal,-0.2448,-0.3817,-0.3211,0.8071,3.6836,0.8582
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.1599,-0.2977,0.9862,-0.8596,-0.3779,-0.9457
nominal,0.3377,0.1933,1.0313,0.7535,-0.3779,1.2756
nominal,0.1601,0.5163,0.1297,-0.8596,-0.3779,-0.9457
nominal,0.1164,-0.2357,0.1748,-0.8596,-0.3779,-0.9457
nominal,1.0207,4.9045,0.2649,-0.8596,-0.3779,-0.9457
nominal,2.0726,4.3073,-0.3662,1.4008,1.2905,0.7363
nominal,-0.1553,-0.4215,-0.0507,1.8814,-0.3779,0.9709
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,16.0041,-0.3463,-0.5465,-0.8596,-0.3779,-0.9457
nominal,0.3008,1.1798,0.6256,0.7054,1.0781,0.6205
nominal,0.0542,0.1624,0.1297,-0.8596,-0.3779,-0.9457
nominal,-0.2200,-0.3198,-0.5916,0.2810,-0.3779,0.4072
nominal,-0.3447,-0.1694,0.5805,0.6067,0.7363,1.0867
nominal,-0.0701,-0.4481,-0.2310,0.5333,-0.3779,0.9404
nominal,0.4219,-0.1517,-0.2761,0.8700,-0.3779,0.9953
nominal,-0.3078,-0.4525,0.3100,-0.8596,-0.3779,-0.9457
nominal,0.8484,3.5818,-0.0056,-0.8596,-0.3779,-0.9457
nominal,0.4794,0.0120,0.2198,1.4312,0.4711,1.3061
nominal,-0.1894,-0.4437,0.6707,-0.1287,0.1088,0.7972
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.0186,-0.2490,-0.4113,1.0502,2.7535,1.0715
nominal,0.0927,0.0606,0.7157,0.4898,0.5403,1.3091
nominal,-0.3393,-0.2490,-0.3211,0.7261,3.5478,0.7668
nominal,0.5002,4.9354,0.7157,1.8257,-0.3779,1.1202
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.2082,-0.0632,0.2649,0.9270,0.4028,1.3030
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6367,1.7637,2.6542,1.2476,-0.1019,1.2269
nominal,-0.3665,-0.4260,0.6707,0.8097,0.2312,1.1690
nominal,-0.2473,-0.4260,0.5805,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
anomaly,0.6603,-0.3773,-0.4113,1.7084,3.5209,1.4005
nominal,-0.5451,-0.4038,0.1748,0.8767,-0.3779,0.6723
nominal,0.5691,0.4278,0.1748,0.8717,-0.3779,1.0044
nominal,3.1226,3.3120,-0.2761,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.5149,-0.4437,0.7157,0.1092,-0.3779,1.0806
nominal,0.7212,0.5605,0.6707,0.7911,-0.3779,1.1751
nominal,-0.1143,-0.4127,0.0395,0.7113,0.5031,1.2055
nominal,-0.1653,-0.0765,1.8879,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.6841,0.2995,0.2198,0.5502,0.4244,1.0197
nominal,0.4736,-0.4525,-0.0957,-0.8596,-0.3779,-0.9457
nominal,1.0500,1.4939,0.1297,-0.8596,-0.3779,-0.9457
nominal,-0.0083,-0.3729,-0.3662,1.4662,-0.3779,1.0806
nominal,0.9279,0.8038,-0.1408,1.2801,0.4807,1.0836
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.1482,2.1442,-0.0507,0.8202,0.1540,0.4651
nominal,0.0296,0.1491,0.0395,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,1.3041,1.0604,-0.3662,1.8654,-0.3779,0.9435
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,-0.7844,-0.4702,-0.5916,-0.8596,-0.3779,-0.9457
nominal,0.0036,-0.4348,-0.1859,1.0008,-0.3779,1.2330
nominal,0.3914,0.8259,-0.0957,1.6476,-0.3779,1.3091
