label,X1,X2,V2,V3,V4,V5,V6,V7,V8
nominal,0,0,0.56,0.43,0.15,0.8745,0.453,0.161,0.22
nominal,0,1,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975
nominal,1,0,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185
nominal,1,0,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235
nominal,0,0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565
nominal,0,0,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345
nominal,1,0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235
nominal,0,1,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965
nominal,1,0,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195
nominal,1,0,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075
nominal,0,0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22
nominal,1,0,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595
nominal,1,0,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361
nominal,1,0,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505
nominal,0,0,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33
nominal,1,0,0.63,0.47,0.155,1.1325,0.589,0.211,0.287
nominal,0,1,0.29,0.225,0.075,0.152,0.071,0.059,0.045
nominal,0,1,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19
nominal,0,1,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07
nominal,1,0,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1
nominal,1,0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239
nominal,1,0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235
nominal,0,1,0.55,0.435,0.165,0.804,0.34,0.194,0.244
nominal,1,0,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29
nominal,1,0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23
nominal,1,0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725
nominal,1,0,0.59,0.455,0.16,1.09,0.5,0.2215,0.292
nominal,0,1,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965
nominal,0,0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215
nominal,1,0,0.645,0.505,0.185,1.463,0.592,0.3905,0.416
anomaly,0,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
anomaly,0,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005
anomaly,1,0,0.595,0.475,0.16,1.3175,0.408,0.234,0.58
nominal,1,0,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54
nominal,0,0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065
nominal,1,0,0.65,0.515,0.175,1.466,0.677,0.3045,0.4
nominal,0,1,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259
nominal,1,0,0.555,0.45,0.175,0.874,0.3275,0.202,0.305
nominal,0,1,0.455,0.375,0.125,0.533,0.233,0.106,0.185
nominal,0,1,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245
nominal,0,0,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265
nominal,1,0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
nominal,0,0,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835
nominal,1,0,0.575,0.475,0.145,0.857,0.3665,0.173,0.269
nominal,0,1,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109
nominal,0,1,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085
nominal,0,0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765
nominal,0,0,0.575,0.46,0.15,0.927,0.333,0.207,0.2985
nominal,1,0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205
nominal,1,0,0.58,0.455,0.13,0.852,0.41,0.1725,0.225
nominal,1,0,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345
nominal,0,0,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105
nominal,0,0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11
nominal,1,0,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31
nominal,1,0,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775
nominal,0,1,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16
nominal,1,0,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565
nominal,1,0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19
nominal,1,0,0.41,0.325,0.1,0.3555,0.146,0.072,0.105
nominal,1,0,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248
nominal,0,1,0.485,0.415,0.14,0.5705,0.25,0.134,0.185
nominal,1,0,0.645,0.5,0.175,1.3375,0.554,0.308,0.415
nominal,0,0,0.645,0.51,0.19,1.363,0.573,0.362,0.36
nominal,0,1,0.39,0.3,0.105,0.259,0.0955,0.038,0.085
nominal,0,1,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173
nominal,0,1,0.355,0.27,0.1,0.216,0.083,0.037,0.075
nominal,0,0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326
nominal,1,0,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17
nominal,0,0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515
nominal,0,1,0.575,0.45,0.145,0.795,0.364,0.1505,0.26
anomaly,0,0,0.56,0.455,0.125,0.943,0.344,0.129,0.375
nominal,1,0,0.575,0.445,0.16,0.839,0.4005,0.198,0.239
nominal,1,0,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372
nominal,0,0,0.515,0.4,0.115,0.578,0.191,0.1445,0.17
nominal,1,0,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274
nominal,0,0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461
nominal,0,1,0.435,0.375,0.11,0.4155,0.17,0.076,0.145
nominal,0,1,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725
anomaly,1,0,0.49,0.39,0.15,0.573,0.225,0.124,0.17
nominal,1,0,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285
anomaly,0,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009
nominal,0,0,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735
nominal,1,0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277
nominal,1,0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
nominal,1,0,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175
nominal,1,0,0.695,0.55,0.205,2.173,1.133,0.4665,0.496
nominal,1,0,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185
nominal,0,1,0.555,0.43,0.15,0.783,0.345,0.1755,0.247
nominal,0,1,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167
nominal,0,1,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145
nominal,0,1,0.51,0.4,0.145,0.5775,0.231,0.143,0.177
nominal,0,0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265
nominal,1,0,0.52,0.425,0.125,0.79,0.372,0.205,0.19
nominal,0,1,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168
nominal,0,1,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1
nominal,0,0,0.535,0.415,0.17,0.879,0.295,0.1965,0.285
nominal,1,0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825
nominal,0,0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311
nominal,0,1,0.455,0.33,0.1,0.372,0.358,0.0775,0.11
nominal,0,0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985
nominal,0,1,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19
nominal,0,0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745
nominal,0,1,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545
nominal,0,0,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263
nominal,0,0,0.55,0.435,0.14,0.745,0.347,0.174,0.2265
nominal,0,0,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315
nominal,0,1,0.575,0.45,0.125,0.78,0.3275,0.188,0.235
nominal,0,1,0.515,0.395,0.125,0.6635,0.32,0.14,0.17
nominal,1,0,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194
nominal,1,0,0.55,0.435,0.11,0.806,0.3415,0.203,0.215
nominal,0,1,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465
nominal,0,0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355
nominal,0,0,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365
nominal,0,1,0.475,0.36,0.11,0.452,0.191,0.099,0.13
nominal,0,1,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14
nominal,1,0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059
nominal,1,0,0.625,0.475,0.175,1.3405,0.656,0.283,0.337
nominal,0,1,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076
nominal,1,0,0.6,0.475,0.175,1.11,0.5105,0.256,0.285
nominal,0,0,0.675,0.57,0.225,1.587,0.739,0.2995,0.435
nominal,1,0,0.36,0.295,0.105,0.241,0.0865,0.053,0.095
nominal,1,0,0.525,0.435,0.155,1.065,0.486,0.233,0.285
nominal,0,1,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475
nominal,0,1,0.55,0.425,0.15,0.7665,0.339,0.176,0.21
nominal,1,0,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515
nominal,1,0,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555
nominal,0,1,0.565,0.42,0.155,0.743,0.31,0.186,0.231
nominal,0,0,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375
nominal,1,0,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105
nominal,1,0,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735
nominal,1,0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302
nominal,1,0,0.465,0.36,0.105,0.431,0.172,0.107,0.175
nominal,0,1,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22
nominal,1,0,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169
nominal,0,1,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22
nominal,0,1,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095
nominal,0,1,0.35,0.265,0.11,0.209,0.066,0.059,0.075
nominal,1,0,0.72,0.55,0.205,2.165,1.1055,0.525,0.404
nominal,1,0,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185
nominal,0,0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075
nominal,0,0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965
nominal,1,0,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055
nominal,1,0,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175
nominal,0,0,0.37,0.275,0.08,0.227,0.093,0.0625,0.07
nominal,0,0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29
nominal,1,0,0.625,0.48,0.185,1.2065,0.587,0.29,0.286
nominal,1,0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725
nominal,0,1,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505
nominal,0,0,0.445,0.33,0.105,0.4525,0.18,0.103,0.123
nominal,0,1,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315
nominal,1,0,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045
nominal,1,0,0.605,0.475,0.15,1.15,0.575,0.232,0.297
nominal,0,0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223
nominal,0,1,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17
nominal,0,0,0.57,0.45,0.18,0.908,0.4015,0.217,0.255
nominal,1,0,0.255,0.195,0.065,0.08,0.0315,0.018,0.027
nominal,1,0,0.655,0.52,0.17,1.1445,0.53,0.223,0.348
nominal,0,0,0.62,0.49,0.16,1.056,0.493,0.244,0.2725
nominal,0,0,0.435,0.395,0.105,0.3635,0.136,0.098,0.13
nominal,1,0,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421
nominal,0,1,0.5,0.375,0.14,0.559,0.2375,0.135,0.169
nominal,0,1,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15
nominal,0,0,0.645,0.52,0.18,1.285,0.5775,0.352,0.317
nominal,0,0,0.57,0.455,0.15,1.107,0.54,0.255,0.27
nominal,0,0,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485
nominal,1,0,0.545,0.41,0.14,0.737,0.349,0.15,0.212
nominal,1,0,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025
nominal,0,0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145
nominal,1,0,0.565,0.455,0.15,0.9795,0.444,0.205,0.275
nominal,1,0,0.555,0.44,0.15,0.838,0.4155,0.146,0.23
nominal,1,0,0.595,0.45,0.14,0.838,0.3965,0.194,0.217
nominal,1,0,0.48,0.36,0.1,0.439,0.194,0.099,0.115
nominal,0,0,0.44,0.33,0.115,0.4005,0.143,0.113,0.12
nominal,1,0,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29
nominal,0,0,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36
nominal,0,0,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685
nominal,1,0,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495
nominal,0,1,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04
nominal,0,1,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265
nominal,0,0,0.53,0.425,0.15,0.8495,0.328,0.232,0.202
nominal,0,1,0.475,0.36,0.11,0.492,0.211,0.11,0.15
nominal,1,0,0.665,0.525,0.16,1.363,0.629,0.279,0.34
nominal,0,1,0.585,0.46,0.145,0.8465,0.339,0.167,0.295
nominal,0,0,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32
nominal,0,0,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355
nominal,0,0,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225
nominal,0,1,0.29,0.225,0.07,0.101,0.036,0.0235,0.035
nominal,1,0,0.58,0.455,0.17,0.93,0.408,0.259,0.22
nominal,1,0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135
nominal,0,1,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405
nominal,0,1,0.41,0.325,0.11,0.326,0.1325,0.075,0.101
nominal,0,1,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185
nominal,1,0,0.455,0.35,0.11,0.458,0.2,0.111,0.1305
nominal,1,0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285
nominal,0,0,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335
nominal,0,0,0.625,0.5,0.175,1.273,0.564,0.302,0.374
nominal,1,0,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165
nominal,0,1,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14
nominal,1,0,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505
nominal,0,0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271
nominal,1,0,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215
nominal,1,0,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17
nominal,0,1,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25
nominal,1,0,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325
nominal,1,0,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335
nominal,1,0,0.635,0.48,0.145,1.181,0.665,0.229,0.225
nominal,1,0,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315
nominal,0,1,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875
nominal,1,0,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135
nominal,0,1,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24
nominal,0,0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31
nominal,0,0,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315
nominal,0,0,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515
nominal,0,1,0.55,0.425,0.135,0.656,0.257,0.17,0.203
nominal,0,0,0.64,0.48,0.145,1.1145,0.508,0.24,0.34
nominal,0,1,0.555,0.45,0.175,0.738,0.304,0.1755,0.22
nominal,1,0,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745
nominal,0,1,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775
nominal,0,1,0.545,0.43,0.15,0.742,0.3525,0.158,0.208
nominal,0,1,0.575,0.455,0.16,0.9895,0.495,0.195,0.246
nominal,0,1,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189
nominal,1,0,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795
nominal,1,0,0.61,0.47,0.165,1.052,0.498,0.242,0.267
nominal,0,0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33
nominal,0,0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383
nominal,0,1,0.56,0.435,0.13,0.777,0.354,0.173,0.222
nominal,0,0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18
nominal,0,1,0.36,0.27,0.095,0.2,0.073,0.056,0.061
nominal,0,0,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385
nominal,1,0,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685
nominal,1,0,0.515,0.405,0.13,0.722,0.32,0.131,0.21
nominal,0,1,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12
nominal,0,1,0.48,0.37,0.125,0.474,0.179,0.1035,0.175
nominal,0,1,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157
nominal,0,1,0.27,0.195,0.07,0.102,0.045,0.0135,0.034
nominal,0,0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13
nominal,0,1,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
nominal,0,1,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675
nominal,1,0,0.42,0.34,0.115,0.4215,0.175,0.093,0.135
nominal,1,0,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085
nominal,0,0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575
nominal,0,1,0.32,0.25,0.08,0.1565,0.057,0.034,0.06
nominal,1,0,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312
nominal,1,0,0.52,0.465,0.15,0.9505,0.456,0.199,0.255
nominal,1,0,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535
nominal,0,1,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085
nominal,1,0,0.5,0.4,0.13,0.7715,0.37,0.16,0.211
nominal,0,1,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09
nominal,0,1,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08
nominal,0,0,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705
nominal,0,1,0.5,0.365,0.125,0.528,0.229,0.103,0.1645
nominal,0,1,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236
nominal,1,0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
nominal,0,1,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205
nominal,0,1,0.54,0.415,0.155,0.702,0.322,0.167,0.19
nominal,0,0,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035
nominal,0,0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125
nominal,0,0,0.615,0.495,0.155,1.0805,0.52,0.19,0.32
nominal,1,0,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235
nominal,1,0,0.61,0.48,0.17,1.137,0.4565,0.29,0.347
nominal,0,0,0.535,0.4,0.15,1.224,0.618,0.275,0.2875
nominal,1,0,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335
nominal,0,0,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245
nominal,1,0,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155
nominal,0,1,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253
nominal,0,0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405
nominal,0,1,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235
nominal,1,0,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129
nominal,0,1,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152
nominal,1,0,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955
nominal,0,0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175
nominal,1,0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26
nominal,1,0,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228
nominal,1,0,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085
nominal,1,0,0.505,0.385,0.11,0.655,0.3185,0.15,0.185
nominal,0,0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36
nominal,1,0,0.69,0.53,0.19,1.5955,0.678,0.331,0.48
nominal,0,1,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221
nominal,0,0,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195
nominal,1,0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314
nominal,0,0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275
nominal,1,0,0.59,0.46,0.14,1.004,0.496,0.2165,0.26
nominal,0,0,0.635,0.5,0.18,1.2565,0.539,0.292,0.35
nominal,0,1,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315
nominal,1,0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384
nominal,1,0,0.595,0.455,0.15,0.886,0.4315,0.201,0.223
nominal,1,0,0.57,0.445,0.16,1.0145,0.516,0.164,0.3
nominal,1,0,0.575,0.465,0.15,1.08,0.595,0.2065,0.238
nominal,1,0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775
nominal,0,0,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515
nominal,0,1,0.515,0.395,0.125,0.556,0.2695,0.096,0.17
nominal,0,1,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755
nominal,0,0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115
nominal,0,0,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225
nominal,0,1,0.475,0.375,0.11,0.494,0.211,0.109,0.1545
nominal,1,0,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185
nominal,0,0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345
nominal,0,0,0.61,0.43,0.14,0.909,0.438,0.2,0.22
nominal,0,1,0.57,0.435,0.17,0.848,0.4,0.166,0.25
nominal,1,0,0.58,0.455,0.135,0.7955,0.405,0.167,0.204
anomaly,1,0,0.67,0.55,0.17,1.247,0.472,0.2455,0.4
nominal,0,0,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503
nominal,0,1,0.435,0.325,0.105,0.335,0.136,0.065,0.115
nominal,0,1,0.41,0.31,0.11,0.315,0.124,0.082,0.095
nominal,1,0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905
nominal,0,1,0.56,0.42,0.14,0.837,0.414,0.214,0.2
nominal,1,0,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121
nominal,0,0,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135
nominal,1,0,0.625,0.49,0.12,0.8765,0.456,0.18,0.233
nominal,1,0,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355
nominal,1,0,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185
nominal,0,0,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245
nominal,1,0,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385
nominal,1,0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105
nominal,0,0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005
nominal,1,0,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725
nominal,1,0,0.59,0.47,0.15,0.9955,0.481,0.232,0.24
nominal,1,0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27
nominal,0,0,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155
nominal,0,0,0.56,0.455,0.19,0.714,0.283,0.129,0.275
nominal,0,1,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12
nominal,1,0,0.525,0.4,0.155,0.707,0.282,0.1605,0.225
nominal,1,0,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785
nominal,0,1,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085
nominal,0,0,0.42,0.33,0.125,0.463,0.186,0.11,0.145
nominal,0,0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195
nominal,1,0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063
nominal,1,0,0.565,0.45,0.16,0.895,0.415,0.195,0.246
nominal,0,1,0.47,0.355,0.125,0.499,0.21,0.0985,0.155
nominal,0,1,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725
nominal,0,1,0.475,0.355,0.105,0.468,0.201,0.1115,0.12
nominal,1,0,0.615,0.475,0.17,1.129,0.4795,0.302,0.3
nominal,1,0,0.61,0.49,0.16,1.112,0.465,0.228,0.341
nominal,0,0,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
nominal,1,0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155
nominal,1,0,0.575,0.435,0.135,0.992,0.432,0.2225,0.239
nominal,0,1,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805
nominal,0,0,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885
nominal,0,1,0.485,0.375,0.14,0.521,0.2,0.123,0.17
anomaly,0,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011
nominal,0,0,0.57,0.445,0.145,0.8775,0.412,0.217,0.22
nominal,0,0,0.58,0.425,0.155,0.873,0.3615,0.249,0.239
nominal,0,0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095
nominal,0,0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32
nominal,1,0,0.51,0.4,0.14,0.6905,0.259,0.151,0.23
nominal,0,0,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265
nominal,0,0,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375
nominal,0,1,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615
nominal,0,1,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126
nominal,1,0,0.69,0.505,0.2,1.872,0.893,0.4015,0.48
nominal,1,0,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323
nominal,0,0,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355
nominal,0,0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845
nominal,0,0,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3
nominal,1,0,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275
anomaly,0,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014
nominal,0,1,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835
nominal,0,1,0.54,0.415,0.135,0.709,0.3195,0.174,0.185
nominal,0,1,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595
nominal,1,0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305
nominal,1,0,0.57,0.435,0.17,0.873,0.382,0.183,0.2705
nominal,0,0,0.58,0.435,0.15,0.834,0.428,0.1515,0.23
nominal,0,1,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565
nominal,1,0,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17
nominal,0,1,0.5,0.39,0.125,0.583,0.294,0.132,0.1605
nominal,0,1,0.355,0.26,0.09,0.1925,0.077,0.038,0.065
nominal,0,1,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04
nominal,0,1,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28
nominal,0,1,0.53,0.395,0.115,0.475,0.2025,0.101,0.148
nominal,0,1,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304
