label,x1,x2,x3,x4,x5,x6,x7,x8
nominal,39.0,22.5,1020.0,14.8,10.2,20.0,64.9,25.0
nominal,52.6,35.5,1010.6,13.9,6.9,14.0,73.9,37.0
nominal,57.9,41.0,1008.3,11.6,3.3,8.9,72.0,46.0
anomaly,37.4,36.2,1006.9,4.1,14.0,22.0,39.9,36.0
anomaly,38.9,30.0,1019.0,12.6,10.7,15.0,51.1,34.0
nominal,40.4,29.4,1024.2,14.9,6.4,14.0,51.1,33.1
nominal,40.6,32.1,1017.7,12.3,4.2,13.0,48.0,35.1
nominal,58.7,42.4,1004.2,14.9,6.1,14.0,78.1,43.0
nominal,53.0,35.5,1011.6,14.9,8.1,20.0,77.0,37.0
nominal,61.9,40.8,1010.8,14.9,5.9,14.0,75.9,53.1
nominal,57.4,35.2,1016.4,13.8,10.5,20.0,75.0,43.0
nominal,45.2,30.0,1021.9,12.1,9.5,14.0,55.0,39.0
nominal,35.4,24.9,1026.9,14.5,6.2,11.1,46.9,24.1
nominal,41.2,27.2,1027.2,14.3,2.8,8.0,53.1,32.0
nominal,39.7,26.8,1028.3,13.2,9.1,14.0,48.9,33.1
nominal,40.7,21.8,1027.6,14.9,3.8,8.0,57.0,26.1
nominal,49.8,22.7,1021.2,14.9,9.3,20.0,69.1,37.0
nominal,59.7,32.2,1011.6,14.9,12.1,22.0,73.0,43.0
anomaly,45.4,35.2,1016.2,13.5,6.3,11.1,55.0,37.0
anomaly,36.3,33.5,1016.6,8.0,10.0,15.9,42.1,33.1
nominal,41.7,27.2,1025.1,11.4,4.6,10.1,55.9,32.0
nominal,47.5,26.6,1021.4,13.5,5.0,13.0,63.0,30.9
nominal,55.7,36.6,1012.2,14.0,6.6,10.1,73.0,42.1
nominal,58.3,38.8,1009.3,14.9,5.3,8.9,75.0,44.1
anomaly,56.1,33.9,1010.5,13.3,10.2,15.9,75.9,43.0
nominal,50.6,29.5,1014.2,11.9,7.5,12.0,59.0,44.1
nominal,61.0,36.5,1007.4,14.9,5.5,14.0,77.0,46.0
nominal,69.4,39.5,1005.1,14.0,2.9,8.9,86.0,57.0
nominal,73.7,46.8,1006.3,14.5,11.8,21.0,91.9,60.1
anomaly,75.7,57.5,1003.6,11.8,14.0,21.0,89.1,64.9
nominal,55.2,40.6,1029.5,14.9,4.2,8.9,63.0,46.0
nominal,57.2,44.4,1028.6,14.9,8.8,15.9,66.0,50.0
anomaly,57.8,50.9,1010.1,10.1,10.7,15.9,66.0,52.0
nominal,62.8,53.7,996.6,14.9,9.1,15.9,73.0,55.9
nominal,60.4,43.7,1008.2,14.9,6.0,15.0,79.0,48.0
anomaly,52.6,42.9,1022.0,8.3,8.0,15.9,60.1,48.0
nominal,48.1,32.5,1024.6,13.7,8.4,15.0,57.0,39.9
nominal,47.5,28.4,1023.3,14.9,4.7,12.0,60.1,35.1
nominal,53.7,39.3,1017.9,12.8,4.6,14.0,64.0,45.0
nominal,59.2,48.2,1012.1,12.6,4.8,10.1,66.9,54.0
nominal,67.7,60.5,1000.9,9.2,1.3,8.0,82.9,57.9
anomaly,54.1,48.5,1019.2,10.9,9.3,15.9,57.0,50.0
nominal,60.5,49.8,1022.0,13.4,6.8,15.9,73.0,51.1
nominal,70.5,61.6,1011.7,11.0,9.8,15.9,81.0,64.0
nominal,61.2,50.2,1018.6,13.4,5.3,10.1,72.0,51.1
nominal,65.1,51.3,1019.2,13.0,2.6,10.1,75.9,54.0
nominal,69.2,53.9,1017.5,13.8,6.1,14.0,81.0,57.9
anomaly,70.4,54.3,1014.7,14.3,8.8,13.0,79.0,62.1
nominal,74.9,58.1,1014.2,14.9,3.8,10.1,87.1,63.0
nominal,76.4,58.9,1013.5,14.9,7.6,14.0,84.9,66.9
nominal,76.5,57.2,1013.1,12.8,9.4,15.0,86.0,66.0
nominal,78.0,61.4,1012.9,11.8,5.7,12.0,86.0,69.1
nominal,74.9,62.8,1008.9,13.2,7.5,12.0,86.0,66.9
nominal,72.5,59.0,1015.1,12.3,4.8,8.9,86.0,59.0
nominal,69.6,50.6,1020.2,14.3,5.9,10.1,84.9,59.0
nominal,72.1,53.2,1016.8,14.3,9.0,18.1,84.9,63.0
nominal,78.1,57.2,1010.8,14.0,10.6,15.0,93.0,64.9
nominal,82.7,59.8,1009.0,14.4,7.4,12.0,95.0,69.1
nominal,83.1,60.2,1010.5,13.0,5.4,12.0,96.1,71.1
nominal,71.1,55.6,1014.6,14.9,5.6,12.0,84.9,60.1
nominal,78.7,66.0,1010.1,11.4,4.4,8.0,93.0,69.1
nominal,83.6,66.6,1005.8,14.3,10.8,18.1,95.0,73.9
nominal,81.3,68.9,1005.0,14.4,10.7,20.0,91.9,75.0
anomaly,81.8,70.4,1001.9,13.9,13.3,20.0,95.0,75.0
nominal,58.5,49.1,1019.4,13.5,7.2,12.0,68.0,51.1
nominal,63.8,53.5,1023.3,14.1,4.8,14.0,79.0,53.1
nominal,72.0,57.4,1017.9,14.9,8.5,15.9,87.1,59.0
nominal,71.4,58.3,1017.5,12.2,4.9,18.1,84.0,57.9
nominal,80.4,63.9,1014.2,14.9,10.5,17.1,93.0,70.0
nominal,72.2,50.5,1022.1,14.9,4.6,12.0,86.0,57.9
nominal,75.3,54.4,1018.2,14.9,4.1,11.1,89.1,63.0
nominal,71.6,52.8,1017.6,14.9,4.5,10.1,84.9,59.0
nominal,70.6,61.0,1017.3,14.0,8.2,14.0,75.9,64.9
nominal,69.7,63.3,1018.6,11.4,5.9,12.0,75.0,64.9
nominal,73.5,65.4,1015.7,8.5,4.6,12.0,82.9,66.9
nominal,72.9,62.9,1012.6,7.3,5.1,10.1,87.1,62.1
nominal,72.0,59.0,1014.6,14.3,4.4,13.0,87.1,59.0
nominal,74.0,58.3,1015.2,14.2,4.0,13.0,87.1,61.0
nominal,76.5,61.6,1013.1,13.4,4.8,12.0,84.9,64.9
nominal,77.3,66.4,1013.0,13.8,3.3,12.0,84.9,69.1
nominal,80.0,64.8,1013.2,14.0,5.1,12.0,91.0,69.1
nominal,78.1,56.9,1016.0,12.8,3.1,10.1,91.9,62.1
nominal,78.8,60.2,1016.7,13.8,5.5,12.0,93.0,66.0
nominal,80.2,63.0,1016.0,14.9,7.7,14.0,90.0,70.0
nominal,77.9,65.5,1014.5,14.5,4.2,14.0,88.0,68.0
nominal,82.7,71.1,1010.6,14.9,8.3,13.0,95.0,75.0
nominal,84.5,67.1,1017.0,14.9,5.9,15.9,95.0,75.0
nominal,85.9,74.4,1005.6,13.8,8.4,15.9,95.0,80.1
nominal,72.3,57.5,1018.1,14.0,7.4,10.1,81.0,63.0
nominal,68.8,56.7,1018.1,14.5,3.4,10.1,80.1,57.0
nominal,70.8,60.5,1015.1,14.9,5.5,10.1,84.9,59.0
nominal,79.5,65.7,1013.2,14.9,7.5,14.0,91.9,70.0
nominal,82.9,62.6,1012.3,14.9,8.6,14.0,97.0,73.0
nominal,80.9,65.7,1011.6,11.4,10.5,15.0,91.0,70.0
nominal,76.4,69.9,1008.1,12.6,7.9,12.0,88.0,71.1
nominal,79.3,66.5,1008.0,11.5,4.5,12.0,91.9,66.0
nominal,82.3,72.9,1011.6,14.3,7.9,14.0,91.0,75.9
nominal,81.4,72.5,1012.6,14.9,8.1,13.0,90.0,73.9
nominal,85.4,72.4,1010.5,14.9,8.6,13.0,97.0,75.9
nominal,82.6,71.3,1016.4,14.9,3.6,12.0,91.9,75.0
nominal,82.1,67.9,1014.1,14.9,7.4,15.0,93.0,72.0
nominal,81.3,68.1,1006.7,14.0,9.3,14.0,90.0,73.9
nominal,82.2,72.3,1008.1,14.7,6.2,14.0,93.0,73.0
nominal,71.3,64.1,1007.8,13.3,4.5,10.1,82.0,64.9
anomaly,65.4,53.5,1012.6,12.6,6.7,11.1,75.9,54.0
nominal,73.7,62.7,1014.2,14.2,4.4,15.9,84.9,63.0
nominal,76.2,67.7,1009.6,14.9,10.3,14.0,84.0,69.1
nominal,82.5,71.3,1005.4,14.0,8.8,14.0,93.0,73.9
nominal,81.1,67.5,1006.9,14.9,7.5,15.0,91.9,70.0
nominal,80.8,68.9,1009.8,14.9,7.2,12.0,91.0,71.1
nominal,58.4,43.8,1028.1,12.5,4.9,10.1,71.1,45.0
nominal,59.6,45.5,1029.0,13.7,0.9,6.0,73.9,46.9
nominal,62.1,46.8,1028.0,12.1,1.1,7.0,77.0,48.9
nominal,64.2,48.3,1026.8,13.2,1.3,5.1,79.0,46.0
nominal,66.9,52.7,1018.8,12.3,2.4,10.1,82.0,54.0
nominal,68.1,52.2,1010.2,11.1,1.8,15.9,84.9,55.0
nominal,52.2,43.7,1017.4,10.7,10.2,12.0,69.1,48.0
nominal,74.5,64.8,1008.7,13.3,8.4,13.0,82.0,70.0
nominal,60.6,51.9,1017.8,13.4,4.7,10.1,73.9,55.9
nominal,47.9,38.2,1022.1,14.9,4.0,8.0,57.0,41.0
anomaly,46.4,41.2,1022.8,8.7,6.5,12.0,50.0,44.1
anomaly,51.5,45.6,1016.7,10.0,1.4,7.0,59.0,46.9
nominal,62.3,53.7,1012.5,12.8,4.5,8.0,71.1,52.0
nominal,58.9,54.0,1008.0,7.2,4.7,15.0,68.0,53.1
nominal,43.8,29.2,1013.2,14.0,5.2,13.0,64.9,32.0
nominal,42.2,28.0,1023.1,14.9,8.2,14.0,51.1,34.0
nominal,44.9,29.8,1020.9,14.9,3.7,12.0,59.0,34.0
nominal,46.1,35.2,1021.1,13.2,7.0,12.0,57.9,37.0
nominal,47.6,36.0,1016.8,12.3,2.3,8.0,66.9,34.0
nominal,56.2,40.4,1012.8,13.4,4.6,14.0,75.0,42.1
nominal,57.4,42.1,1014.3,13.7,7.9,14.0,71.1,50.0
nominal,48.8,31.9,1020.4,13.5,2.1,10.1,72.0,35.1
nominal,56.0,39.3,1012.6,14.9,5.2,12.0,75.0,41.0
nominal,56.3,42.5,1013.8,13.8,2.6,8.0,70.0,44.1
nominal,56.2,45.5,1017.2,11.4,7.0,12.0,68.0,45.0
nominal,59.0,47.1,1012.5,11.8,4.0,10.1,69.1,50.0
nominal,50.0,33.6,1009.7,14.0,14.9,20.0,59.0,41.0
nominal,47.3,33.1,1006.5,13.5,5.1,12.0,59.0,37.9
nominal,39.8,28.3,1020.9,14.2,6.1,14.0,46.0,35.1
nominal,41.1,31.7,1018.6,14.9,8.5,12.0,55.9,35.1
nominal,49.1,38.1,1016.6,14.9,3.8,8.0,62.1,41.0
anomaly,52.2,42.9,1020.8,8.7,5.1,10.1,57.0,48.0
nominal,48.0,35.9,1019.1,13.2,5.0,12.0,69.1,35.1
nominal,47.8,33.2,1020.4,13.3,4.5,10.1,62.1,35.1
nominal,50.9,39.8,1006.3,12.7,2.9,10.1,66.0,42.1
nominal,16.8,7.1,1035.9,12.7,9.7,14.0,26.1,10.9
anomaly,29.8,18.7,1027.2,13.2,6.8,12.0,45.0,21.9
nominal,37.0,26.2,1028.6,14.2,2.8,12.0,50.0,28.9
nominal,43.0,28.6,1022.6,14.0,2.9,8.0,64.0,30.9
nominal,49.3,34.9,1010.0,13.5,4.9,15.9,62.1,39.9
nominal,36.8,24.0,1022.5,14.0,7.2,13.0,46.0,30.0
nominal,10.1,2.4,1036.1,12.9,6.8,12.0,19.0,1.0
nominal,22.2,11.2,1025.2,12.8,10.7,14.0,35.1,17.1
nominal,17.4,6.5,1024.7,13.6,10.6,17.1,34.0,5.0
nominal,11.7,-5.0,1040.6,14.2,6.9,12.0,28.9,3.9
nominal,33.7,11.6,1024.6,13.7,4.3,8.0,54.0,25.0
nominal,38.4,21.2,1020.2,14.0,4.6,14.0,50.0,28.9
nominal,39.3,24.3,1015.3,12.8,4.5,12.0,50.0,30.9
nominal,39.6,24.3,1009.8,14.2,1.5,6.0,55.0,28.0
nominal,43.5,28.5,1005.4,12.8,2.8,12.0,53.1,34.0
nominal,38.9,29.7,1008.5,12.6,11.7,20.0,46.9,34.0
nominal,32.4,23.8,1008.4,13.0,5.7,12.0,39.9,28.9
nominal,24.9,15.4,1026.2,13.3,5.8,14.0,30.0,18.0
nominal,19.0,9.7,1031.3,11.4,6.0,12.0,26.1,10.0
nominal,23.5,13.5,1028.7,13.2,4.1,14.0,41.0,12.9
nominal,38.2,23.9,1019.0,14.9,4.3,10.1,51.1,28.0
nominal,33.5,22.5,1024.9,13.1,5.0,10.1,48.9,24.1
nominal,40.6,23.7,1015.3,13.3,1.5,8.0,63.0,30.0
nominal,43.5,30.5,1011.1,13.2,7.6,15.9,57.0,37.0
nominal,29.6,24.1,1024.4,14.0,6.8,14.0,39.0,25.0
nominal,25.7,18.6,1020.0,12.9,1.8,7.0,36.0,18.0
nominal,32.5,23.3,1014.5,13.3,2.3,8.9,55.0,21.9
nominal,37.7,26.5,1018.4,13.9,5.0,10.1,46.9,28.0
nominal,35.7,22.4,1023.6,12.8,1.6,8.0,50.0,23.0
nominal,40.0,28.6,1018.5,12.1,1.4,6.0,50.0,35.1
nominal,32.6,24.6,1014.0,13.2,3.4,7.0,46.0,25.0
nominal,33.3,27.6,1018.3,9.9,2.8,10.1,46.9,24.1
nominal,38.5,30.3,1019.8,6.4,4.5,10.1,61.0,30.0
nominal,38.6,28.4,1018.1,14.2,0.5,4.1,48.0,30.0
nominal,38.8,31.0,1022.4,12.2,4.2,12.0,48.0,32.0
nominal,31.6,23.8,1032.1,13.4,5.1,12.0,44.1,23.0
nominal,31.0,23.4,1031.5,13.3,1.3,5.1,36.0,27.0
nominal,31.7,25.1,1025.2,11.3,2.1,8.0,36.0,28.9
nominal,32.4,26.2,1027.0,7.0,3.3,11.1,36.0,30.0
nominal,32.5,27.5,1021.5,8.1,4.5,8.0,35.1,30.0
nominal,31.5,25.0,1024.6,9.5,3.5,10.1,36.0,28.9
nominal,29.3,23.8,1011.8,11.6,10.7,15.9,33.1,27.0
nominal,22.9,17.1,1018.2,11.0,6.9,12.0,27.0,21.0
nominal,18.3,12.9,1022.2,6.7,4.1,10.1,30.0,12.0
anomaly,26.8,21.0,1006.0,10.6,11.5,18.1,37.0,19.9
nominal,10.4,3.3,1023.4,13.0,7.7,12.0,18.0,7.0
nominal,8.0,-0.5,1027.2,13.0,4.5,14.0,24.1,0.0
nominal,8.2,-1.9,1028.7,12.6,3.7,8.0,21.0,-7.1
nominal,22.0,10.5,1018.5,12.8,3.7,8.0,36.0,6.1
nominal,34.2,25.9,1018.4,11.9,4.6,10.1,39.9,28.0
nominal,32.7,28.8,1015.7,6.1,3.7,8.0,35.1,28.9
nominal,28.7,26.5,1018.0,0.6,1.4,8.0,33.1,24.1
nominal,21.6,16.1,1013.0,8.7,9.9,15.9,33.1,14.0
nominal,8.6,2.0,1022.8,6.5,1.9,5.1,21.0,0.0
nominal,19.5,15.3,1017.7,3.6,5.7,13.0,23.0,17.1
nominal,18.2,14.7,1016.9,2.5,13.4,15.9,23.0,12.0
nominal,13.4,7.4,1029.7,12.0,7.2,12.0,19.0,7.0
nominal,8.3,2.0,1029.9,12.1,3.4,7.0,15.1,3.0
nominal,5.9,-0.7,1032.0,11.3,4.9,12.0,16.0,-2.9
nominal,2.2,-7.4,1038.9,13.2,7.6,15.9,10.9,-5.1
nominal,-0.3,-6.1,1035.8,11.4,1.9,5.1,12.0,-9.9
nominal,8.8,4.3,1028.1,8.9,3.2,12.0,27.0,0.0
nominal,22.2,15.5,1018.3,10.5,3.1,8.0,28.9,16.0
nominal,27.1,23.9,1020.9,3.5,5.4,10.1,34.0,23.0
nominal,23.8,18.4,1032.1,5.7,4.7,14.0,28.9,19.9
nominal,25.4,21.8,1025.2,5.1,5.3,8.0,39.0,19.9
nominal,34.8,28.8,1018.4,10.1,0.9,4.1,42.1,28.9
nominal,33.5,29.7,1021.2,3.3,5.2,10.1,37.9,30.9
nominal,32.7,29.8,1017.5,1.8,9.4,13.0,36.0,30.9
nominal,35.6,28.9,1013.8,7.5,11.0,14.0,41.0,30.9
anomaly,29.8,24.0,1016.6,4.1,6.7,12.0,37.0,25.0
nominal,30.6,26.2,1015.0,11.6,7.7,12.0,34.0,28.0
nominal,28.2,22.5,1020.0,11.8,7.7,12.0,34.0,25.0
nominal,21.3,17.4,994.8,6.3,15.0,20.0,28.0,16.0
nominal,12.3,5.7,1016.0,13.3,10.6,14.0,17.1,6.1
nominal,8.2,0.8,1033.8,14.0,6.8,10.1,14.0,0.0
nominal,6.7,-0.3,1029.9,7.9,2.3,5.1,25.0,-8.0
nominal,12.8,6.5,1025.6,8.8,2.1,8.9,28.9,1.0
nominal,29.7,23.8,1022.1,10.6,4.9,11.1,39.9,24.1
nominal,19.0,12.5,1019.2,11.9,10.4,15.0,30.0,12.0
nominal,17.0,6.9,1023.5,13.2,7.5,14.0,21.9,10.9
nominal,6.8,-1.5,1030.4,12.1,5.1,12.0,16.0,-0.9
nominal,16.6,11.3,1026.4,3.1,6.2,10.1,21.0,12.9
nominal,12.7,6.2,1020.0,8.5,8.6,14.0,19.9,3.9
nominal,3.3,-2.6,1024.2,12.0,4.0,8.0,15.1,-7.1
nominal,11.8,4.5,1026.9,7.5,8.2,13.0,15.1,8.1
nominal,14.6,9.0,1026.1,6.5,9.8,15.0,19.0,9.0
nominal,12.3,6.8,1021.3,6.6,6.1,8.9,23.0,5.0
nominal,16.2,10.1,1022.6,10.4,8.0,12.0,19.0,12.9
nominal,9.0,4.4,1027.2,8.6,3.1,7.0,17.1,0.0
nominal,9.9,4.7,1028.2,8.1,6.6,13.0,15.1,0.0
nominal,5.8,-2.5,1034.6,12.8,3.4,7.0,21.0,-2.9
nominal,12.3,4.3,1035.3,11.8,1.3,8.0,25.0,5.0
nominal,14.5,10.0,1031.0,4.6,9.0,15.0,18.0,12.0
nominal,9.0,3.3,1029.3,8.9,7.7,10.1,14.0,0.0
nominal,0.1,-10.0,1036.5,12.6,8.9,12.0,9.0,-11.0
nominal,-2.3,-10.9,1036.5,9.7,2.0,6.0,10.9,-15.0
nominal,5.2,0.7,1032.2,5.6,3.4,10.1,15.1,-2.9
nominal,16.7,10.5,1032.5,7.8,3.4,8.9,21.9,14.0
nominal,20.7,15.5,1025.8,6.9,8.5,13.0,25.0,19.0
nominal,24.3,20.9,1016.3,2.6,5.1,11.1,30.0,19.9
nominal,20.4,15.4,1026.8,5.1,6.2,12.0,26.1,15.1
nominal,15.0,9.7,1031.1,7.1,3.0,7.0,25.0,6.1
nominal,22.4,17.0,1031.8,5.1,2.8,7.0,28.9,18.0
nominal,18.5,13.7,1027.0,5.8,7.9,12.0,25.0,12.9
nominal,24.4,21.8,1020.6,1.5,9.2,13.0,26.1,23.0
nominal,24.5,20.8,1012.3,4.0,10.9,15.0,28.9,21.9
nominal,26.4,19.3,1026.1,10.6,4.6,10.1,34.0,19.0
nominal,26.1,18.1,1029.7,10.0,4.7,12.0,41.0,14.0
nominal,27.7,20.7,1026.2,11.7,7.7,14.0,37.0,18.0
nominal,24.8,18.0,1024.2,12.9,5.2,10.1,35.1,16.0
nominal,24.8,18.3,1025.5,14.9,6.4,15.9,33.1,19.9
nominal,23.3,14.2,1023.7,14.2,7.9,15.9,39.9,17.1
nominal,32.6,27.1,1018.7,11.0,4.8,12.0,43.0,23.0
nominal,44.4,37.7,1011.2,8.4,6.2,12.0,55.9,39.9
nominal,44.3,40.7,1011.1,4.5,5.9,14.0,59.0,36.0
nominal,38.5,31.5,1007.1,10.8,6.6,12.0,55.9,30.9
nominal,40.8,30.8,1016.3,12.1,8.4,12.0,57.0,35.1
nominal,43.1,32.3,1015.3,13.9,9.9,20.0,57.9,37.0
nominal,40.0,28.5,1020.9,13.7,9.0,15.9,54.0,30.0
nominal,51.4,33.8,1009.7,14.7,8.7,17.1,62.1,44.1
nominal,47.8,28.0,1016.3,14.9,7.5,15.0,57.9,36.0
nominal,44.7,28.5,1018.8,14.9,9.0,18.1,59.0,36.0
nominal,36.1,21.0,1025.8,14.9,7.3,12.0,46.0,28.0
nominal,38.4,23.8,1025.0,13.7,10.9,20.0,57.0,30.0
nominal,59.0,40.0,1009.9,12.7,12.4,19.0,66.9,53.1
nominal,58.7,41.7,1013.6,11.7,7.3,18.1,72.0,46.9
nominal,61.7,42.9,1013.7,12.2,5.2,13.0,73.9,46.9
nominal,64.0,51.7,1009.5,11.8,4.8,11.1,77.0,53.1
anomaly,43.7,31.2,1013.5,11.2,15.4,24.1,51.1,35.1
nominal,48.0,32.5,1023.3,14.9,7.0,17.1,64.0,36.0
nominal,59.5,38.7,1014.8,14.0,12.9,24.1,75.0,46.0
nominal,63.2,43.9,1004.8,12.7,14.1,20.0,72.0,57.9
nominal,62.5,37.2,1007.0,13.5,8.1,22.0,84.0,46.0
nominal,73.4,49.9,1003.2,12.1,12.8,25.1,90.0,60.1
nominal,75.6,56.4,1005.4,11.8,13.1,20.0,84.9,66.9
nominal,74.2,59.5,1004.3,11.9,8.4,15.9,89.1,64.9
nominal,66.0,52.1,1002.5,12.1,9.5,15.9,88.0,53.1
nominal,54.6,32.8,1015.0,14.4,5.2,15.0,69.1,41.0
nominal,54.0,31.8,1019.3,12.9,8.4,12.0,66.0,43.0
anomaly,40.2,28.8,1016.4,12.3,14.0,18.1,48.0,32.0
nominal,49.8,33.5,1019.7,14.9,8.1,18.1,71.1,37.9
anomaly,65.7,48.5,1007.5,12.9,6.7,15.9,75.9,57.0
nominal,48.6,34.8,1015.8,14.2,11.1,20.0,57.0,39.9
nominal,51.6,34.8,1014.0,14.9,6.5,10.1,68.0,37.9
nominal,56.5,27.7,1014.8,13.8,9.7,15.9,66.9,41.0
nominal,56.8,30.5,1020.4,12.5,3.5,8.0,73.9,37.9
nominal,62.7,35.3,1010.9,13.9,5.6,14.0,77.0,48.0
nominal,70.0,47.8,1003.7,13.9,5.1,10.1,84.9,57.9
nominal,71.9,46.1,1009.4,12.4,7.5,13.0,82.0,60.1
anomaly,65.4,58.1,1005.3,11.5,9.3,19.0,75.9,60.1
nominal,59.6,46.9,1012.3,13.4,5.3,12.0,75.0,48.0
nominal,65.9,58.7,1003.9,12.5,6.3,13.0,75.0,57.9
anomaly,57.1,47.9,1004.2,10.8,15.0,18.1,72.0,48.9
nominal,64.9,50.1,1009.8,14.9,3.2,10.1,82.0,48.9
nominal,71.3,58.6,1009.6,14.8,8.4,11.1,82.9,62.1
nominal,72.8,63.9,1004.6,12.5,8.8,15.9,82.0,63.0
anomaly,70.3,60.7,1002.8,11.9,9.9,15.9,79.0,61.0
nominal,64.1,46.2,1013.4,14.8,6.8,14.0,75.9,53.1
nominal,64.3,49.0,1011.4,14.0,4.2,8.9,75.9,51.1
nominal,65.9,47.8,1017.8,14.3,3.2,13.0,80.1,53.1
nominal,72.6,50.8,1014.3,13.9,6.9,15.9,86.0,60.1
nominal,75.5,57.7,1008.1,14.9,8.4,15.0,87.1,64.0
nominal,72.8,49.2,1009.0,14.9,4.6,14.0,87.1,57.9
nominal,76.1,49.4,1008.4,14.7,5.4,11.1,93.9,60.1
nominal,69.7,48.5,1013.1,14.9,10.1,14.0,81.0,59.0
nominal,65.8,47.8,1018.8,14.9,6.9,13.0,77.0,55.0
nominal,68.8,54.7,1016.0,12.8,10.2,17.1,77.0,62.1
nominal,66.8,56.3,1011.4,7.7,4.3,8.0,82.9,55.0
nominal,63.3,54.5,1012.7,13.1,7.3,15.9,78.1,53.1
nominal,77.5,65.7,1017.0,14.0,3.6,10.1,88.0,66.9
nominal,67.1,56.9,1012.3,13.5,4.2,10.1,78.1,57.0
nominal,65.6,51.1,1016.4,14.9,5.6,13.0,78.1,55.9
nominal,69.5,55.3,1018.2,13.8,3.7,11.1,78.1,61.0
nominal,72.4,60.6,1014.0,13.7,7.0,15.0,81.0,64.0
nominal,77.9,69.2,1010.3,12.6,4.2,14.0,91.0,70.0
nominal,77.9,65.0,1011.7,13.6,5.5,13.0,90.0,66.0
nominal,67.9,60.8,1015.6,12.8,3.6,8.0,75.9,60.1
nominal,77.2,67.0,1007.8,13.3,9.3,15.0,98.1,68.0
nominal,75.7,59.5,1011.6,14.4,7.9,13.0,93.9,66.0
anomaly,70.0,50.8,1016.6,14.4,1.8,5.1,82.9,63.0
nominal,72.6,55.1,1017.6,14.9,3.0,8.0,82.0,62.1
nominal,71.2,57.4,1023.2,13.4,4.0,10.1,79.0,64.0
nominal,71.0,51.1,1025.3,12.9,1.7,6.0,81.0,57.9
anomaly,73.2,67.1,1014.2,7.7,7.6,10.1,82.9,66.9
nominal,82.5,72.9,1010.9,9.6,4.4,10.1,96.1,73.9
nominal,75.1,64.7,1017.0,11.6,7.5,13.0,82.9,69.1
nominal,72.2,56.6,1021.7,13.8,3.5,8.0,82.0,61.0
nominal,70.8,55.6,1020.0,14.9,4.1,11.1,79.0,61.0
nominal,72.5,58.9,1016.9,13.9,5.3,10.1,87.1,62.1
nominal,78.2,64.8,1013.7,14.1,2.1,6.0,90.0,68.0
nominal,79.9,65.9,1014.6,13.2,1.6,5.1,91.9,70.0
nominal,80.5,66.5,1017.2,14.9,3.9,10.1,90.0,71.1
nominal,81.6,67.4,1016.4,12.4,5.6,15.0,91.0,73.9
nominal,81.0,69.4,1014.1,14.0,5.0,10.1,91.0,71.1
nominal,81.0,69.4,1013.3,14.9,3.4,8.9,89.1,70.0
nominal,81.2,69.5,1012.5,14.5,3.0,8.9,91.0,71.1
nominal,79.6,67.6,1012.7,13.1,2.2,8.0,91.0,70.0
nominal,75.1,64.7,1013.0,12.6,1.6,10.1,86.0,64.0
nominal,70.2,58.3,1011.9,13.4,6.5,15.9,77.0,61.0
nominal,68.4,52.8,1016.7,12.8,3.0,10.1,80.1,54.0
nominal,74.3,57.8,1013.6,14.9,6.6,14.0,88.0,62.1
nominal,85.5,73.4,1008.0,12.6,3.8,6.0,93.9,75.0
nominal,80.6,68.4,1011.1,12.1,3.4,6.0,93.9,69.1
nominal,80.9,70.5,1011.4,13.3,7.3,18.1,91.0,73.0
anomaly,74.8,67.2,1012.6,13.2,7.6,22.0,84.9,68.0
nominal,71.9,64.6,1015.4,12.2,4.7,8.0,84.9,64.9
nominal,70.4,61.0,1016.5,14.3,8.9,15.0,82.9,63.0
nominal,69.8,58.3,1019.0,14.1,7.2,12.0,79.0,59.0
nominal,71.0,57.5,1020.5,8.1,4.4,8.0,84.9,57.9
nominal,72.2,58.5,1015.8,13.0,6.1,12.0,82.9,60.1
nominal,74.9,60.8,1008.6,14.2,8.9,14.0,89.1,63.0
nominal,72.1,61.7,1016.9,14.7,11.0,17.1,84.0,63.0
nominal,70.1,61.1,1008.2,14.9,5.0,10.1,82.9,63.0
nominal,74.1,62.6,1009.3,13.7,4.2,10.1,87.1,62.1
nominal,77.6,66.1,1010.1,14.9,6.3,15.0,89.1,66.9
nominal,78.6,69.1,1009.7,13.6,8.9,14.0,87.1,69.1
nominal,72.8,60.5,1015.8,14.9,2.9,7.0,89.1,61.0
nominal,75.5,65.2,1013.0,13.2,7.1,18.1,88.0,66.9
anomaly,78.4,70.7,1008.1,11.6,7.3,13.0,87.1,69.1
nominal,76.2,70.5,1015.3,10.2,4.4,12.0,89.1,69.1
nominal,81.2,72.5,1013.8,14.9,5.4,11.1,91.0,72.0
nominal,82.2,72.1,1014.3,14.3,7.4,12.0,90.0,73.0
nominal,81.1,70.7,1017.2,14.9,7.8,15.0,90.0,71.1
nominal,79.8,67.8,1018.4,13.7,5.0,12.0,93.0,69.1
nominal,81.3,66.9,1016.3,13.2,3.0,8.0,93.9,69.1
nominal,81.1,66.9,1012.3,13.7,3.1,10.1,93.0,70.0
nominal,81.9,65.4,1010.9,14.9,5.4,18.1,93.0,73.9
nominal,82.0,66.5,1010.4,11.8,7.6,12.0,91.0,72.0
nominal,66.5,55.6,1022.9,12.7,6.3,8.0,71.1,60.1
nominal,61.9,49.7,1023.8,13.2,2.4,6.0,79.0,48.0
